time,number,latitude,longitude,t2m
2022-01-01 12:00:00,3,29.0,-1.25,288.71221189058826
2022-01-01 12:00:00,3,29.0,-1.0,288.6853596023177
2022-01-01 12:00:00,3,28.75,-3.0,289.4506498180299
2022-01-01 12:00:00,3,28.75,-2.75,289.4148467670024
2022-01-01 12:00:00,3,28.75,-2.5,289.3119129952985
2022-01-01 12:00:00,3,28.75,-2.25,289.17765155394545
2022-01-01 12:00:00,3,28.75,-2.0,289.03443934983557
2022-01-01 12:00:00,3,28.75,-1.75,288.9494071036453
2022-01-01 12:00:00,3,28.75,-1.5,288.85989947607663
2022-01-01 12:00:00,3,28.75,-1.25,288.8464733319413
2022-01-01 12:00:00,3,28.75,-1.0,288.81514566229225
2022-01-01 12:00:00,4,31.0,-3.0,287.4054005280856
2022-01-01 12:00:00,4,31.0,-2.75,287.6246942156289
2022-01-01 12:00:00,4,31.0,-2.5,287.8395125217937
2022-01-01 12:00:00,4,31.0,-2.25,287.6067926901152
2022-01-01 12:00:00,4,31.0,-2.0,287.3740728584366
2022-01-01 12:00:00,4,31.0,-1.75,287.2040083660561
2022-01-01 12:00:00,4,31.0,-1.5,287.03394387367564
2022-01-01 12:00:00,4,31.0,-1.25,286.98471467851283
2022-01-01 12:00:00,4,31.0,-1.0,286.93101010197165
2022-01-01 12:00:00,4,30.75,-3.0,287.6783987921701
2022-01-01 12:00:00,4,30.75,-2.75,287.8932170983349
2022-01-01 12:00:00,4,30.75,-2.5,288.01405239555265
2022-01-01 12:00:00,4,30.75,-2.25,287.7589556569819
2022-01-01 12:00:00,4,30.75,-2.0,287.53071120668176
2022-01-01 12:00:00,4,30.75,-1.75,287.3561713329228
2022-01-01 12:00:00,4,30.75,-1.5,287.2174345101914
2022-01-01 12:00:00,4,30.75,-1.25,287.21295912881294
2022-01-01 12:00:00,4,30.75,-1.0,287.1637299336502
2022-01-01 12:00:00,4,30.5,-3.0,287.9469216748761
2022-01-01 12:00:00,4,30.5,-2.75,288.06775697209383
2022-01-01 12:00:00,4,30.5,-2.5,288.1885922693116
2022-01-01 12:00:00,4,30.5,-2.25,287.9379709121192
2022-01-01 12:00:00,4,30.5,-2.0,287.6828741735485
2022-01-01 12:00:00,4,30.5,-1.75,287.5441373508171
2022-01-01 12:00:00,4,30.5,-1.5,287.4054005280856
2022-01-01 12:00:00,4,30.5,-1.25,287.4009251467072
2022-01-01 12:00:00,4,30.5,-1.0,287.3964497653287
2022-01-01 12:00:00,4,30.25,-3.0,288.2064937948253
2022-01-01 12:00:00,4,30.25,-2.75,288.23334608309585
2022-01-01 12:00:00,4,30.25,-2.5,288.3541813803136
2022-01-01 12:00:00,4,30.25,-2.25,288.0990846417429
2022-01-01 12:00:00,4,30.25,-2.0,287.8484632845506
2022-01-01 12:00:00,4,30.25,-1.75,287.7992340893878
2022-01-01 12:00:00,4,30.25,-1.5,287.66049726665636
2022-01-01 12:00:00,4,30.25,-1.25,287.65602188527794
2022-01-01 12:00:00,4,30.25,-1.0,287.65154650389945
2022-01-01 12:00:00,4,30.0,-3.0,288.4705412961529
2022-01-01 12:00:00,4,30.0,-2.75,288.49291820304506
2022-01-01 12:00:00,4,30.0,-2.5,288.51529510993726
2022-01-01 12:00:00,4,30.0,-2.25,288.2691491341234
2022-01-01 12:00:00,4,30.0,-2.0,288.018527776931
2022-01-01 12:00:00,4,30.0,-1.75,287.96482320038984
2022-01-01 12:00:00,4,30.0,-1.5,287.91111862384867
2022-01-01 12:00:00,4,30.0,-1.25,287.91111862384867
2022-01-01 12:00:00,4,30.0,-1.0,287.91111862384867
2022-01-01 12:00:00,4,29.75,-3.0,288.7211626533452
2022-01-01 12:00:00,4,29.75,-2.75,288.7435395602373
2022-01-01 12:00:00,4,29.75,-2.5,288.75696570437265
2022-01-01 12:00:00,4,29.75,-2.25,288.65850731404714
2022-01-01 12:00:00,4,29.75,-2.0,288.4078859568548
2022-01-01 12:00:00,4,29.75,-1.75,288.3541813803136
2022-01-01 12:00:00,4,29.75,-1.5,288.2646737527449
2022-01-01 12:00:00,4,29.75,-1.25,288.1841168879331
2022-01-01 12:00:00,4,29.75,-1.0,288.1841168879331
2022-01-01 12:00:00,4,29.5,-3.0,288.96730862915905
2022-01-01 12:00:00,4,29.5,-2.75,288.9852101546728
2022-01-01 12:00:00,4,29.5,-2.5,288.99863629880804
2022-01-01 12:00:00,4,29.5,-2.25,288.90017790848253
2022-01-01 12:00:00,4,29.5,-2.0,288.79724413677854
2022-01-01 12:00:00,4,29.5,-1.75,288.7077365092099
2022-01-01 12:00:00,4,29.5,-1.5,288.6182288816412
2022-01-01 12:00:00,4,29.5,-1.25,288.5376720168294
2022-01-01 12:00:00,4,29.5,-1.0,288.45711515201754
2022-01-01 12:00:00,4,29.25,-3.0,289.17317617256697
2022-01-01 12:00:00,4,29.25,-2.75,289.1463238842964
2022-01-01 12:00:00,4,29.25,-2.5,289.1642254098101
2022-01-01 12:00:00,4,29.25,-2.25,289.0612916381061
2022-01-01 12:00:00,4,29.25,-2.0,288.95835786640214
2022-01-01 12:00:00,4,29.25,-1.75,288.8912271457257
2022-01-01 12:00:00,4,29.25,-1.5,288.801719518157
2022-01-01 12:00:00,4,29.25,-1.25,288.7211626533452
2022-01-01 12:00:00,4,29.25,-1.0,288.7032611278314
2022-01-01 12:00:00,4,29.0,-3.0,289.37904371597494
2022-01-01 12:00:00,4,29.0,-2.75,289.3521914277044
